Date,TweetNumber
2017/09/20,55.939
2017/09/21,57.036
2017/09/22,52.649
2017/09/23,44.971
2017/09/24,41.68
2017/09/25,49.358
2017/09/26,46.068
2017/09/27,50.455
2017/09/28,48.261
2017/09/29,47.165
2017/09/30,42.777
2017/10/01,43.527
2017/10/02,49.902
2017/10/03,49.354
2017/10/04,47.16
2017/10/05,45.173
2017/10/06,43.527
2017/10/07,41.882
2017/10/08,46.612
2017/10/09,54.632
2017/10/10,55.729
2017/10/11,55.729
2017/10/12,92.881
2017/10/13,106.728
2017/10/14,74.305
2017/10/15,68.478
2017/10/16,69.575
2017/10/17,66.833
2017/10/18,68.478
2017/10/19,66.833
2017/10/20,75.402
2017/10/21,86.506
2017/10/22,73.757
2017/10/23,81.777
2017/10/24,90.687
2017/10/25,80.68
2017/10/26,79.583
2017/10/27,67.382
2017/10/28,56.826
2017/10/29,65.736
2017/10/30,74.853
2017/10/31,87.603
2017/11/01,104.867
2017/11/02,141.879
2017/11/03,129.542
2017/11/04,104.867
2017/11/05,98.699
2017/11/06,104.867
2017/11/07,98.699
2017/11/08,104.867
2017/11/09,98.699
2017/11/10,123.373
2017/11/11,117.205
2017/11/12,148.048
2017/11/13,129.542
2017/11/14,98.699
2017/11/15,104.867
2017/11/16,104.867
2017/11/17,123.373
2017/11/18,92.53
2017/11/19,92.53
2017/11/20,117.205
2017/11/21,123.373
2017/11/22,104.867
2017/11/23,98.699
2017/11/24,92.53
2017/11/25,98.699
2017/11/26,148.048
2017/11/27,197.398
2017/11/28,228.241
2017/11/29,376.289
2017/11/30,308.434
2017/12/01,234.41
2017/12/02,178.892
2017/12/03,178.892
2017/12/04,209.735
2017/12/05,215.904
2017/12/06,289.928
2017/12/07,579.855
2017/12/08,512
2017/12/09,345.446
2017/12/10,333.108
2017/12/11,388.626
2017/12/12,357.783
2017/12/13,320.771
2017/12/14,283.759
2017/12/15,259.084
2017/12/16,252.916
2017/12/17,283.759
2017/12/18,289.928
2017/12/19,302.265
2017/12/20,407.132
2017/12/21,320.771
2017/12/22,616.867
2017/12/23,382.458
2017/12/24,289.928
2017/12/25,240.578
2017/12/26,240.578
2017/12/27,228.241
2017/12/28,228.241
2017/12/29,203.566
2017/12/30,203.566
2017/12/31,172.723
2018/01/01,158.04
2018/01/02,189.385
2018/01/03,186.3
2018/01/04,181.447
2018/01/05,179.677
2018/01/06,158.494
2018/01/07,159.809
2018/01/08,177.908
2018/01/09,167.747
2018/01/10,174.824
2018/01/11,196.007
2018/01/12,161.578
2018/01/13,141.71
2018/01/14,132.003
2018/01/15,133.318
2018/01/16,263.551
2018/01/17,355.816
2018/01/18,240.598
2018/01/19,179.677
2018/01/20,148.333
2018/01/21,135.087
2018/01/22,161.578
2018/01/23,153.186
2018/01/24,139.94
2018/01/25,132.003
2018/01/26,135.087
2018/01/27,116.988
2018/01/28,110.365
2018/01/29,112.134
2018/01/30,125.38
2018/01/31,135.087
2018/02/01,169.848
2018/02/02,222.925
2018/02/03,148.617
2018/02/04,127.386
2018/02/05,222.925
2018/02/06,279.541
2018/02/07,180.463
2018/02/08,152.155
2018/02/09,127.386
2018/02/10,102.616
2018/02/11,99.078
2018/02/12,106.155
2018/02/13,102.616
2018/02/14,102.616
2018/02/15,109.693
2018/02/16,95.539
2018/02/17,88.462
2018/02/18,92.001
2018/02/19,92.001
2018/02/20,99.078
2018/02/21,95.539
2018/02/22,92.001
2018/02/23,81.385
2018/02/24,70.77
2018/02/25,67.231
2018/02/26,77.847
2018/02/27,77.847
2018/02/28,74.308
2018/03/01,67.231
2018/03/02,70.77
2018/03/03,63.693
2018/03/04,60.154
2018/03/05,67.231
2018/03/06,67.231
2018/03/07,77.847
2018/03/08,77.847
2018/03/09,81.385
2018/03/10,63.693
2018/03/11,56.616
2018/03/12,67.231
2018/03/13,63.693
2018/03/14,77.847
2018/03/15,84.924
2018/03/16,70.77
2018/03/17,63.693
2018/03/18,74.308
2018/03/19,74.308
2018/03/20,67.231
2018/03/21,67.231
2018/03/22,63.693
2018/03/23,56.616
2018/03/24,53.077
2018/03/25,49.539
2018/03/26,70.77
2018/03/27,63.693
2018/03/28,60.154
2018/03/29,70.77
2018/03/30,81.385
2018/03/31,60.154
2018/04/01,65.391
2018/04/02,69.923
2018/04/03,62.931
2018/04/04,61.162
2018/04/05,66.427
2018/04/06,66.082
2018/04/07,54.557
2018/04/08,49.637
2018/04/09,60.471
2018/04/10,56.284
2018/04/11,52.788
2018/04/12,65.349
2018/04/13,67.118
2018/04/14,49.637
2018/04/15,49.637
2018/04/16,53.479
2018/04/17,51.019
2018/04/18,52.442
2018/04/19,54.169
2018/04/20,54.169
2018/04/21,51.752
2018/04/22,49.292
2018/04/23,53.824
2018/04/24,64.312
2018/04/25,59.78
2018/04/26,50.328
2018/04/27,49.292
2018/04/28,43.335
2018/04/29,45.45
2018/04/30,46.832
2018/05/01,46.972
2018/05/02,46.972
2018/05/03,47.663
2018/05/04,47.663
2018/05/05,46.972
2018/05/06,44.9
2018/05/07,49.735
2018/05/08,48.353
2018/05/09,44.9
2018/05/10,46.095
2018/05/11,54.005
2018/05/12,44.524
2018/05/13,39.999
2018/05/14,46.976
2018/05/15,44.42
2018/05/16,43.833
2018/05/17,42.555
2018/05/18,43.194
2018/05/19,35.232
2018/05/20,35.819
2018/05/21,40.292
2018/05/22,43.246
2018/05/23,51.501
2018/05/24,47.563
2018/05/25,42.209
2018/05/26,35.871
2018/05/27,37.494
2018/05/28,42.848
2018/05/29,44.075
2018/05/30,40.534
2018/05/31,38.427
2018/06/01,36.165
2018/06/02,33.315
2018/06/03,34.593
2018/06/04,36.51
2018/06/05,37.391
2018/06/06,36.804
2018/06/07,36.458
2018/06/08,34.938
2018/06/09,31.743
2018/06/10,43.729
2018/06/11,58.725
2018/06/12,46.98
2018/06/13,54.027
2018/06/14,47.567
2018/06/15,40.52
2018/06/16,34.648
2018/06/17,34.061
2018/06/18,39.933
2018/06/19,38.759
2018/06/20,38.759
2018/06/21,35.822
2018/06/22,44.044
2018/06/23,38.171
2018/06/24,44.631
2018/06/25,40.52
2018/06/26,38.171
2018/06/27,36.41
2018/06/28,36.997
2018/06/29,46.98
2018/06/30,39.933
2018/07/01,34.648
2018/07/02,39.346
2018/07/03,39.346
2018/07/04,36.997
2018/07/05,38.171
2018/07/06,35.235
2018/07/07,30.537
2018/07/08,32.886
2018/07/09,34.648
2018/07/10,36.41
2018/07/11,34.061
2018/07/12,36.997
2018/07/13,35.235
2018/07/14,31.124
2018/07/15,29.95
2018/07/16,36.41
2018/07/17,46.98
2018/07/18,52.853
2018/07/19,45.218
2018/07/20,41.108
2018/07/21,35.235
2018/07/22,34.648
2018/07/23,44.044
2018/07/24,55.789
2018/07/25,51.678
2018/07/26,45.806
2018/07/27,46.393
2018/07/28,36.41
2018/07/29,36.41
2018/07/30,41.108
2018/07/31,41.695
2018/08/01,41.108
2018/08/02,37.584
2018/08/03,39.933
2018/08/04,37.584
2018/08/05,35.822
2018/08/06,39.933
2018/08/07,41.108
2018/08/08,49.329
2018/08/09,42.869
2018/08/10,41.243
2018/08/11,41.795
2018/08/12,35.721
2018/08/13,41.572
2018/08/14,51.148
2018/08/15,45.786
2018/08/16,39.795
2018/08/17,37.996
2018/08/18,33.703
2018/08/19,32.422
2018/08/20,36.218
2018/08/21,38.558
2018/08/22,41.642
2018/08/23,37.994
2018/08/24,35.676
2018/08/25,32.792
2018/08/26,31.187
2018/08/27,35.457
2018/08/28,43.048
2018/08/29,38.632
2018/08/30,38.651
2018/08/31,35.289
2018/09/01,33.14
2018/09/02,35.01
2018/09/03,35.974
2018/09/04,39.466
2018/09/05,46.964
2018/09/06,52.197
2018/09/07,41.414
2018/09/08,34.182
2018/09/09,34.613
2018/09/10,37.592
2018/09/11,37.589
2018/09/12,41.156
2018/09/13,39.605
2018/09/14,36.991
2018/09/15,31.338
2018/09/16,30.005
2018/09/17,34.095
2018/09/18,33.62
2018/09/19,34.437
2018/09/20,33.873
2018/09/21,38.099
2018/09/22,32.948
2018/09/23,30.373
2018/09/24,32.824
2018/09/25,34.066
2018/09/26,33.766
2018/09/27,33.155
2018/09/28,32.706
2018/09/29,27.661
2018/09/30,27.573
2018/10/01,29.85
2018/10/02,30.597
2018/10/03,30.301
2018/10/04,30.975
2018/10/05,29.469
2018/10/06,26.358
2018/10/07,24.496
2018/10/08,30.053
2018/10/09,30.635
2018/10/10,31.568
2018/10/11,41.327
2018/10/12,32.964
2018/10/13,28.218
2018/10/14,27.112
2018/10/15,37.259
2018/10/16,31.919
2018/10/17,30.717
2018/10/18,30.345
2018/10/19,30.178
2018/10/20,25.889
2018/10/21,25.65
2018/10/22,29.475
2018/10/23,30.084
2018/10/24,30.29
2018/10/25,29.818
2018/10/26,28.265
2018/10/27,25.793
2018/10/28,23.789
2018/10/29,30.443
2018/10/30,29.545
2018/10/31,31.48
2018/11/01,29.905
2018/11/02,29.267
2018/11/03,25.715
2018/11/04,29.6
2018/11/05,32.025
2018/11/06,31.446
2018/11/07,30.675
2018/11/08,30.057
2018/11/09,29.728
2018/11/10,25.063
2018/11/11,25.533
2018/11/12,28.993
2018/11/13,30.021
2018/11/14,47.768
2018/11/15,54.469
2018/11/16,41.489
2018/11/17,34.289
2018/11/18,31.487
2018/11/19,53.775
2018/11/20,77.947
2018/11/21,60.39
2018/11/22,45.202
2018/11/23,45.856
2018/11/24,42.349
2018/11/25,64.303
2018/11/26,63.738
2018/11/27,57.323
2018/11/28,52.904
2018/11/29,46.745
2018/11/30,42.937
2018/12/01,37.667
2018/12/02,33.301
2018/12/03,42.75
2018/12/04,41.989
2018/12/05,40.599
2018/12/06,44.869
2018/12/07,57.279
2018/12/08,42.659
2018/12/09,38.351
2018/12/10,42.584
2018/12/11,40.617
2018/12/12,38.696
2018/12/13,40.475
2018/12/14,43.602
2018/12/15,38.208
2018/12/16,36.314
2018/12/17,44.181
2018/12/18,43.153
2018/12/19,47.327
2018/12/20,48.914
2018/12/21,43.645
2018/12/22,36.333
2018/12/23,36.116
2018/12/24,41.168
2018/12/25,38.724
2018/12/26,37.079
2018/12/27,38.225
2018/12/28,38.309
2018/12/29,34.657
2018/12/30,31.836
2018/12/31,31.275
2019/01/01,31.318
2019/01/02,35.638
2019/01/03,36.12
2019/01/04,35.511
2019/01/05,29.152
2019/01/06,31.654
2019/01/07,37.173
2019/01/08,33.179
2019/01/09,33.957
2019/01/10,38.559
2019/01/11,34.92
2019/01/12,30.058
2019/01/13,30.026
2019/01/14,32.963
2019/01/15,31.546
2019/01/16,30.686
2019/01/17,30.103
2019/01/18,28.987
2019/01/19,26.268
2019/01/20,25.537
2019/01/21,28.514
2019/01/22,28.155
2019/01/23,27.432
2019/01/24,28.549
2019/01/25,27.433
2019/01/26,24.778
2019/01/27,24.639
2019/01/28,31.15
2019/01/29,30.398
2019/01/30,28.51
2019/01/31,28.118
2019/02/01,26.961
2019/02/02,24.926
2019/02/03,23.495
2019/02/04,29.667
2019/02/05,33.781
2019/02/06,32.133
2019/02/07,30.562
2019/02/08,31.625
2019/02/09,29.973
2019/02/10,26.703
2019/02/11,28.264
2019/02/12,28.337
2019/02/13,27.599
2019/02/14,27.075
2019/02/15,25.999
2019/02/16,24.821
2019/02/17,24.161
2019/02/18,33.736
2019/02/19,35.28
2019/02/20,32.853
2019/02/21,31.232
2019/02/22,29.979
2019/02/23,30.331
2019/02/24,36.812
2019/02/25,31.877
2019/02/26,29.669
2019/02/27,27.904
2019/02/28,27.635
2019/03/01,26.61
2019/03/02,24.583
2019/03/03,24.289
2019/03/04,27.275
2019/03/05,28.705
2019/03/06,28.405
2019/03/07,27.574
2019/03/08,26.251
2019/03/09,25.93
2019/03/10,24.944
2019/03/11,26.497
2019/03/12,26.521
2019/03/13,25.692
2019/03/14,24.705
2019/03/15,24.522
2019/03/16,25.322
2019/03/17,24.262
2019/03/18,27.058
2019/03/19,28.929
2019/03/20,29.28
2019/03/21,29.565
2019/03/22,26.6
2019/03/23,24.055
2019/03/24,23.095
2019/03/25,25.583
2019/03/26,25.845
2019/03/27,28.596
2019/03/28,26.816
2019/03/29,27.616
2019/03/30,23.984
2019/03/31,23.026
2019/04/01,29.16
2019/04/02,64.989
2019/04/03,68.235
2019/04/04,49.695
2019/04/05,40.256
2019/04/06,34.211
2019/04/07,35.299
2019/04/08,42.388
2019/04/09,38.846
2019/04/10,38.331
2019/04/11,39.654
2019/04/12,34.93
2019/04/13,29.061
2019/04/14,28.926
2019/04/15,33.819
2019/04/16,34.642
2019/04/17,34.818
2019/04/18,32.63
2019/04/19,32.176
2019/04/20,30.735
2019/04/21,29.825
2019/04/22,33.416
2019/04/23,43.762
2019/04/24,38.506
2019/04/25,36.393
2019/04/26,37.414
2019/04/27,29.119
2019/04/28,27.714
2019/04/29,30.926
2019/04/30,30.442
2019/05/01,30.521
2019/05/02,32.142
2019/05/03,40.868
2019/05/04,34.809
2019/05/05,34.494
2019/05/06,35.347
2019/05/07,40.915
2019/05/08,41.782
2019/05/09,46.364
2019/05/10,50.085
2019/05/11,64.238
2019/05/12,66.938
2019/05/13,76.832
2019/05/14,89.974
2019/05/15,73.578
2019/05/16,68.45
2019/05/17,67.824
2019/05/18,50.718
2019/05/19,55.758
2019/05/20,57.863
2019/05/21,55.133
2019/05/22,51.77
2019/05/23,48.216
2019/05/24,47.382
2019/05/25,42.77
2019/05/26,45.267
2019/05/27,65.338
2019/05/28,57.648
2019/05/29,52.838
2019/05/30,55.846
2019/05/31,53.241
2019/06/01,45.259
2019/06/02,43.354
2019/06/03,47.52
2019/06/04,55.299
2019/06/05,47.502
2019/06/06,43.909
2019/06/07,44.687
2019/06/08,37.728
2019/06/09,37.548
2019/06/10,40.481
2019/06/11,40.996
2019/06/12,41.379
2019/06/13,41
2019/06/14,44.847
2019/06/15,44.596
2019/06/16,55.304
2019/06/17,59.077
2019/06/18,59.827
2019/06/19,51.064
2019/06/20,51.444
2019/06/21,65.746
2019/06/22,103.588
2019/06/23,72.573
2019/06/24,74.678
2019/06/25,85.282
2019/06/26,150.505
2019/06/27,125.666
2019/06/28,94.313
2019/06/29,71.811
2019/06/30,63.698
2019/07/01,72.71
2019/07/02,73.678
2019/07/03,67.179
2019/07/04,62.187
2019/07/05,57.568
2019/07/06,50.546
2019/07/07,47.856
2019/07/08,59.067
2019/07/09,67.907
2019/07/10,70.75
2019/07/11,64.951
2019/07/12,64.573
2019/07/13,52.286
2019/07/14,53.469
2019/07/15,64.697
2019/07/16,66.716
2019/07/17,68.552
2019/07/18,64.297
2019/07/19,55.783
2019/07/20,47.642
2019/07/21,46.608
2019/07/22,49.381
2019/07/23,50.494
2019/07/24,52.869
2019/07/25,50.398
2019/07/26,45.77
2019/07/27,47.033
2019/07/28,43.512
2019/07/29,47.477
2019/07/30,45.865
2019/07/31,47.374
2019/08/01,47.003
2019/08/02,49.697
2019/08/03,45.572
2019/08/04,44.225
2019/08/05,65.251
2019/08/06,64.065
2019/08/07,57.065
2019/08/08,54.121
2019/08/09,49.051
2019/08/10,44.675
2019/08/11,42.268
2019/08/12,48.146
2019/08/13,48.607
2019/08/14,54.039
2019/08/15,57.038
2019/08/16,48.832
2019/08/17,40.656
2019/08/18,41.321
2019/08/19,47.547
2019/08/20,46.541
2019/08/21,47.781
2019/08/22,45.062
2019/08/23,44.119
2019/08/24,39.099
2019/08/25,38.104
2019/08/26,44.028
2019/08/27,43.376
2019/08/28,44.59
2019/08/29,49.426
2019/08/30,41.032
2019/08/31,35.774
2019/09/01,34.79
2019/09/02,43.991
2019/09/03,47.646
2019/09/04,43.416
2019/09/05,40.199
2019/09/06,42.604
2019/09/07,35.563
2019/09/08,34.623
2019/09/09,38.639
2019/09/10,37.94
2019/09/11,37.32
2019/09/12,38.007
2019/09/13,35.352
2019/09/14,32.139
2019/09/15,31.906
2019/09/16,34.933
2019/09/17,33.887
2019/09/18,34.487
2019/09/19,37.4
2019/09/20,34.296
2019/09/21,29.885
2019/09/22,30.589
2019/09/23,36.075
2019/09/24,50.201
2019/09/25,58.503
2019/09/26,54.492
2019/09/27,48.563
2019/09/28,38.973
2019/09/29,36.216
2019/09/30,43.398
2019/10/01,41.732
2019/10/02,38.782
2019/10/03,38.876
2019/10/04,34.839
2019/10/05,31.876
2019/10/06,32.95
2019/10/07,39.321
2019/10/08,36.974
2019/10/09,37.271
2019/10/10,36.973
2019/10/11,34.305
2019/10/12,30.306
2019/10/13,30.31
2019/10/14,33.863
2019/10/15,34.707
2019/10/16,35.233
2019/10/17,34.534
2019/10/18,34.14
2019/10/19,30.019
2019/10/20,30.011
2019/10/21,33.74
2019/10/22,32.838
2019/10/23,41.988
2019/10/24,39.365
2019/10/25,44.381
2019/10/26,60.819
2019/10/27,44.396
2019/10/28,46.43
2019/10/29,42.992
2019/10/30,39.332
2019/10/31,37.33
2019/11/01,35.625
2019/11/02,32.164
2019/11/03,31.456
2019/11/04,36.088
2019/11/05,37.573
2019/11/06,35.774
2019/11/07,34.092
2019/11/08,35.753
2019/11/09,31.679
2019/11/10,30.804
2019/11/11,34.133
2019/11/12,33.33
2019/11/13,33.226
2019/11/14,31.451
2019/11/15,32.121
2019/11/16,30.064
2019/11/17,29.508
2019/11/18,33.119
2019/11/19,35.322
2019/11/20,33.116
2019/11/21,40.238
2019/11/22,47.612
2019/11/23,37.509
2019/11/24,35.289
2019/11/25,47.722
2019/11/26,41.411
2019/11/27,39.614
2019/11/28,36.911
2019/11/29,34.049
2019/11/30,31.292
2019/12/01,31.386
2019/12/02,33.612
2019/12/03,33.457
2019/12/04,34.139
2019/12/05,33.293
2019/12/06,32.097
2019/12/07,29.379
2019/12/08,28.076
2019/12/09,30.956
2019/12/10,31.668
2019/12/11,32.027
2019/12/12,32.085
2019/12/13,31.632
2019/12/14,30.787
2019/12/15,29.017
2019/12/16,33.227
2019/12/17,39.877
2019/12/18,39.876
2019/12/19,37.598
2019/12/20,33.843
2019/12/21,29.746
2019/12/22,30.221
2019/12/23,35.677
2019/12/24,31.494
2019/12/25,30.878
2019/12/26,31.843
2019/12/27,31.188
2019/12/28,30.579
2019/12/29,30.661
2019/12/30,30.921
2019/12/31,28.975
2020/01/01,30.015
2020/01/02,33.97
2020/01/03,36.709
2020/01/04,34.039
2020/01/05,34.545
2020/01/06,38.38
2020/01/07,45.745
2020/01/08,50.481
2020/01/09,39.572
2020/01/10,39.234
2020/01/11,36.085
2020/01/12,33.05
2020/01/13,34.669
2020/01/14,49.448
2020/01/15,47.248
2020/01/16,40.884
2020/01/17,42.327
2020/01/18,38.571
2020/01/19,42.135
2020/01/20,39.379
2020/01/21,38.231
2020/01/22,36.011
2020/01/23,36.523
2020/01/24,35.051
2020/01/25,31.559
2020/01/26,30.326
2020/01/27,36.39
2020/01/28,42.206
2020/01/29,44.183
2020/01/30,43.583
2020/01/31,40.656
2020/02/01,36.66
2020/02/02,36.146
2020/02/03,37.796
2020/02/04,38.834
2020/02/05,41.426
2020/02/06,43.772
2020/02/07,42.782
2020/02/08,38.978
2020/02/09,51.345
2020/02/10,46.045
2020/02/11,47.867
2020/02/12,52.229
2020/02/13,48.183
2020/02/14,42.563
2020/02/15,41.677
2020/02/16,41.107
2020/02/17,42.457
2020/02/18,42.607
2020/02/19,44.633
2020/02/20,44.287
2020/02/21,40.54
2020/02/22,34.804
2020/02/23,35.946
2020/02/24,42.144
2020/02/25,42.269
2020/02/26,46.344
2020/02/27,45.746
2020/02/28,47.164
2020/02/29,37.636
2020/03/01,36.918
2020/03/02,40.162
2020/03/03,38.888
2020/03/04,41.156
2020/03/05,42.273
2020/03/06,40.093
2020/03/07,35.826
2020/03/08,39.409
2020/03/09,67.562
2020/03/10,52.043
2020/03/11,45.002
2020/03/12,94.701
2020/03/13,127.974
2020/03/14,82.128
2020/03/15,70.61
2020/03/16,91.333
2020/03/17,75.924
2020/03/18,69.996
2020/03/19,76.654
2020/03/20,75.283
2020/03/21,64.485
2020/03/22,57.571
2020/03/23,62.021
2020/03/24,62.767
2020/03/25,55.613
2020/03/26,52.439
2020/03/27,49.728
2020/03/28,51.368
2020/03/29,49.632
2020/03/30,50.127
2020/03/31,45.496
2020/04/01,47.256
2020/04/02,51.774
2020/04/03,49.149
2020/04/04,44.666
2020/04/05,44.551
2020/04/06,52.402
2020/04/07,53.456
2020/04/08,48.441
2020/04/09,47.205
2020/04/10,50.983
2020/04/11,45.082
2020/04/12,45.316
2020/04/13,48.813
2020/04/14,46.552
2020/04/15,45.99
2020/04/16,49.156
2020/04/17,44.944
2020/04/18,44.827
2020/04/19,44.137
2020/04/20,45.281
2020/04/21,46.092
2020/04/22,44.661
2020/04/23,49.25
2020/04/24,50.524
2020/04/25,49.288
2020/04/26,49.343
2020/04/27,50.303
2020/04/28,49.153
2020/04/29,68.683
2020/04/30,79.379
2020/05/01,63.085
2020/05/02,58.492
2020/05/03,59.64
2020/05/04,57.634
2020/05/05,56.579
2020/05/06,65.118
2020/05/07,77.727
2020/05/08,86.516
2020/05/09,75.895
2020/05/10,98.136
2020/05/11,114.652
2020/05/12,85.017
2020/05/13,70.908
2020/05/14,71.429
2020/05/15,62.76
2020/05/16,57.232
2020/05/17,59.115
2020/05/18,58.95
2020/05/19,53.9
2020/05/20,54.154
2020/05/21,57.513
2020/05/22,52.563
2020/05/23,46.615
2020/05/24,48.623
2020/05/25,53.184
2020/05/26,49.349
2020/05/27,47.745
2020/05/28,47.352
2020/05/29,46.523
2020/05/30,44.373
2020/05/31,44.115
2020/06/01,44.536
2020/06/02,61.688
2020/06/03,48.434
2020/06/04,46.43
2020/06/05,45.043
2020/06/06,41.29
2020/06/07,43.126
2020/06/08,42.746
2020/06/09,43.015
2020/06/10,44.014
2020/06/11,48.039
2020/06/12,43.606
2020/06/13,40.009
2020/06/14,39.614
2020/06/15,44.356
2020/06/16,42.183
2020/06/17,40
2020/06/18,39.83
2020/06/19,37.592
2020/06/20,36.604
2020/06/21,34.746
2020/06/22,40.13
2020/06/23,41.267
2020/06/24,39.895
2020/06/25,39.61
2020/06/26,38.821
2020/06/27,38.591
2020/06/28,40.277
2020/06/29,38.495
2020/06/30,39.109
2020/07/01,38.131
2020/07/02,37.872
2020/07/03,37.411
2020/07/04,35.723
2020/07/05,35.716
2020/07/06,37.831
2020/07/07,37.447
2020/07/08,38.951
2020/07/09,38.551
2020/07/10,37.599
2020/07/11,34.74
2020/07/12,35.052
2020/07/13,36.787
2020/07/14,38.97
2020/07/15,44.359
2020/07/16,52.875
2020/07/17,41.07
2020/07/18,56.294
2020/07/19,36.587
2020/07/20,34.451
2020/07/21,38.189
2020/07/22,38.561
2020/07/23,41.228
2020/07/24,40.601
2020/07/25,42.409
2020/07/26,49.969
2020/07/27,72.301
2020/07/28,75.17
2020/07/29,61.73
2020/07/30,55.234
2020/07/31,55.727
2020/08/01,67.237
2020/08/02,70.097
2020/08/03,59.034
2020/08/04,53.183
2020/08/05,55.401
2020/08/06,58.529
2020/08/07,54.507
2020/08/08,50.833
2020/08/09,49.958
2020/08/10,55.928
2020/08/11,54.347
2020/08/12,48.922
2020/08/13,48.026
2020/08/14,48.371
2020/08/15,47.551
2020/08/16,47.118
2020/08/17,56.299
2020/08/18,53.568
2020/08/19,50.503
2020/08/20,46.182
2020/08/21,46.462
2020/08/22,43.095
2020/08/23,41.36
2020/08/24,42.937
2020/08/25,44.891
2020/08/26,42.291
2020/08/27,41.518
2020/08/28,41.056
2020/08/29,37.922
2020/08/30,38.403
2020/08/31,39.688
2020/09/01,43.226
2020/09/02,46.275
2020/09/03,49.728
2020/09/04,51.803
2020/09/05,47.695
2020/09/06,44.198
2020/09/07,43.951
2020/09/08,43.1
2020/09/09,40.81
2020/09/10,39.785
2020/09/11,38.103
2020/09/12,35.711
2020/09/13,36.396
2020/09/14,37.744
2020/09/15,39.944
2020/09/16,39.491
2020/09/17,38.218
2020/09/18,36.661
2020/09/19,34.805
2020/09/20,35.097
2020/09/21,37.702
2020/09/22,36.048
2020/09/23,35.313
2020/09/24,35.154
2020/09/25,35.045
2020/09/26,32.653
2020/09/27,31.622
2020/09/28,34.659
2020/09/29,33.86
2020/09/30,32.887
2020/10/01,32.943
2020/10/02,33.295
2020/10/03,31.176
2020/10/04,30.432
2020/10/05,32.006
2020/10/06,31.774
2020/10/07,31.124
2020/10/08,33.42
2020/10/09,36.195
2020/10/10,37.762
2020/10/11,35.067
2020/10/12,37.089
2020/10/13,36.862
2020/10/14,35.706
2020/10/15,36.334
2020/10/16,34.709
2020/10/17,32.387
2020/10/18,33.402
2020/10/19,36.902
2020/10/20,43.229
2020/10/21,64.12
2020/10/22,67.841
2020/10/23,54.551
2020/10/24,47.847
2020/10/25,46.368
2020/10/26,50.059
2020/10/27,58.982
2020/10/28,62.01
2020/10/29,51.983
2020/10/30,49.075
2020/10/31,51.763
2020/11/01,49.153
2020/11/02,50.443
2020/11/03,46.903
2020/11/04,45.064
2020/11/05,71.034
2020/11/06,78.601
2020/11/07,63.441
2020/11/08,58.847
2020/11/09,64.083
2020/11/10,54.904
2020/11/11,56.897
2020/11/12,64.538
2020/11/13,66.687
2020/11/14,57.319
2020/11/15,52.889
2020/11/16,66.773
2020/11/17,91.029
2020/11/18,107.17
2020/11/19,84.864
2020/11/20,90.373
2020/11/21,91.099
2020/11/22,80.737
2020/11/23,83.14
2020/11/24,111.375
2020/11/25,103.341
2020/11/26,119.68
2020/11/27,85.364
2020/11/28,73.524
2020/11/29,70.163
2020/11/30,99.248
2020/12/01,99.988
2020/12/02,80.281
2020/12/03,75.845
2020/12/04,73.136
2020/12/05,67.984
2020/12/06,62.416
2020/12/07,64.432
2020/12/08,66.361
2020/12/09,67.438
2020/12/10,62.079
2020/12/11,62.399
2020/12/12,55.615
2020/12/13,61.014
2020/12/14,58.859
2020/12/15,61.774
2020/12/16,117.232
2020/12/17,192.788
2020/12/18,130.392
2020/12/19,110.526
2020/12/20,106.984
2020/12/21,118.205
2020/12/22,99.304
2020/12/23,94.045
2020/12/24,82.386
2020/12/25,99.072
2020/12/26,139.954
2020/12/27,183.153
2020/12/28,146.046
2020/12/29,128.499
2020/12/30,142.465
2020/12/31,144.616
2021/01/01,139.53
2021/01/02,243.368
2021/01/03,285.763
2021/01/04,235.192
2021/01/05,195.552
2021/01/06,222.708
2021/01/07,320.982
2021/01/08,326.105
2021/01/09,247.748
2021/01/10,243.614
2021/01/11,365.735
2021/01/12,273.205
2021/01/13,236.667
2021/01/14,240.816
2021/01/15,212.533
2021/01/16,175.92
2021/01/17,165.076
2021/01/18,155.218
2021/01/19,150.26
2021/01/20,149.039
2021/01/21,180.044
2021/01/22,196.04
2021/01/23,141.251
2021/01/24,130.118
2021/01/25,132.698
2021/01/26,128.351
2021/01/27,138.327
2021/01/28,141.191
2021/01/29,226.037
2021/01/30,159.379
2021/01/31,137.955
2021/02/01,136.247
2021/02/02,125.947
2021/02/03,133.67
2021/02/04,141.373
2021/02/05,124.247
2021/02/06,155.419
2021/02/07,135.048
2021/02/08,299.08
2021/02/09,346.188
2021/02/10,235.809
2021/02/11,219.731
2021/02/12,208.997
2021/02/13,174.751
2021/02/14,191.921
2021/02/15,193.373
2021/02/16,217.722
2021/02/17,247.785
2021/02/18,220.579
2021/02/19,242.065
2021/02/20,276.35
2021/02/21,242.073
2021/02/22,277.215
2021/02/23,351.403
2021/02/24,260.819
2021/02/25,207.33
2021/02/26,216.981
2021/02/27,174.644
2021/02/28,192.524
2021/03/01,188.287
2021/03/02,168.774
2021/03/03,160.235
2021/03/04,152.537
2021/03/05,146.861
2021/03/06,128.115
2021/03/07,137.583
2021/03/08,146.514
2021/03/09,171.991
2021/03/10,170.42
2021/03/11,157.426
2021/03/12,154.201
2021/03/13,207.626
2021/03/14,196.531
