Date,TweetNumber
2021/03/15,176.729
2021/03/16,162.274
2021/03/17,157.531
2021/03/18,155.945
2021/03/19,139.823
2021/03/20,128.959
2021/03/21,131.404
2021/03/22,138.508
2021/03/23,141.034
2021/03/24,158.532
2021/03/25,171.704
2021/03/26,142.016
2021/03/27,128.065
2021/03/28,124.396
2021/03/29,137.011
2021/03/30,145.353
2021/03/31,144.583
2021/04/01,154.82
2021/04/02,143.921
2021/04/03,126.514
2021/04/04,122.156
2021/04/05,130.459
2021/04/06,129.655
2021/04/07,129.445
2021/04/08,121.452
2021/04/09,112.812
2021/04/10,130.316
2021/04/11,124.765
2021/04/12,128.714
2021/04/13,178.476
2021/04/14,193.005
2021/04/15,164.392
2021/04/16,177.284
2021/04/17,147.984
2021/04/18,267.181
2021/04/19,207.574
2021/04/20,185.894
2021/04/21,153.903
2021/04/22,174.93
2021/04/23,276.62
2021/04/24,191.32
2021/04/25,172.196
2021/04/26,179.781
2021/04/27,166.215
2021/04/28,149.503
2021/04/29,132.646
2021/04/30,133.512
2021/05/01,136.871
2021/05/02,119.375
2021/05/03,133.043
2021/05/04,142.121
2021/05/05,138.075
2021/05/06,137.223
2021/05/07,126.983
2021/05/08,130.702
2021/05/09,136.554
2021/05/10,138.576
2021/05/11,131.857
2021/05/12,141.278
2021/05/13,338.27
2021/05/14,207.421
2021/05/15,169.969
2021/05/16,182.1
2021/05/17,259.986
2021/05/18,197.256
2021/05/19,505.899
2021/05/20,379.363
2021/05/21,294.204
2021/05/22,259.374
2021/05/23,304.794
2021/05/24,284.611
2021/05/25,224.793
2021/05/26,195.924
2021/05/27,167.874
2021/05/28,182.334
2021/05/29,174.881
2021/05/30,166.52
2021/05/31,159.077
